aoi,aoi_kind,scene,scene_date,zone,lat,lng,ndvi,ndwi,ferric_ratio,clay_ratio,albedo,lst_c,elevation_m,tpi_m,slope_deg,workings_frac,label
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C06,21.257873,79.16277,0.579,-0.558,1.157,1.7,0.059,27.4,283,1.5,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C07,21.257873,79.165662,0.408,-0.45,1.378,1.451,0.075,29.1,282,1.4,0.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C08,21.257873,79.168554,0.362,-0.415,1.403,1.377,0.09,29.8,284,4.8,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C09,21.257873,79.171446,0.486,-0.499,1.279,1.557,0.065,30.8,281,1.8,1.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C10,21.257873,79.174338,0.053,-0.118,1.418,1.116,0.123,33.8,272,-8.6,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C11,21.257873,79.17723,0.374,-0.416,1.36,1.387,0.087,29.7,276,-5.6,1.6,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C12,21.257873,79.180122,0.463,-0.46,1.18,1.527,0.075,27.6,289,5.7,1.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C13,21.257873,79.183013,0.245,-0.301,1.335,1.232,0.114,30.2,290,5.1,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C14,21.257873,79.185905,0.073,-0.114,1.135,1.023,0.106,30.4,286,6.7,0.6,0.062,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C15,21.257873,79.188797,-0.005,-0.025,1.057,0.973,0.088,31.1,286,13.6,7.5,0.688,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R13C16,21.257873,79.191689,-0.084,0.045,1.084,0.943,0.086,30.6,208,-57.5,7.7,1.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C01,21.255178,79.148311,0.51,-0.512,1.276,1.561,0.063,28.3,283,-0.6,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C02,21.255178,79.151203,0.542,-0.519,1.2,1.602,0.06,27.4,284,1.2,0.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C03,21.255178,79.154095,0.507,-0.494,1.185,1.551,0.066,27.2,284,2.2,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C04,21.255178,79.156987,0.501,-0.496,1.18,1.593,0.066,27.1,281,-0.1,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C05,21.255178,79.159878,0.527,-0.488,1.121,1.646,0.062,27.1,282,1.7,1.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C06,21.255178,79.16277,0.442,-0.453,1.305,1.498,0.081,28.6,279,-1.2,0.9,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C07,21.255178,79.165662,0.481,-0.478,1.272,1.51,0.079,29.0,279,-0.8,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C08,21.255178,79.168554,0.438,-0.469,1.329,1.481,0.076,28.7,279,-0.2,0.7,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C09,21.255178,79.171446,0.379,-0.436,1.383,1.456,0.082,32.2,279,-0.2,1.0,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C10,21.255178,79.174338,0.109,-0.141,1.348,1.122,0.116,31.7,273,-7.8,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C11,21.255178,79.17723,0.496,-0.488,1.189,1.599,0.068,26.9,278,-3.6,1.8,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C12,21.255178,79.180122,0.532,-0.522,1.146,1.633,0.061,27.3,289,5.6,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C13,21.255178,79.183013,0.497,-0.499,1.169,1.577,0.061,28.2,289,3.4,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C14,21.255178,79.185905,0.365,-0.395,1.273,1.426,0.085,27.8,289,8.5,0.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C15,21.255178,79.188797,0.129,-0.168,1.145,1.064,0.074,27.7,290,15.8,2.8,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R14C16,21.255178,79.191689,0.06,-0.078,1.006,0.961,0.079,26.4,260,-7.8,7.9,0.375,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C01,21.252483,79.148311,0.451,-0.426,1.149,1.594,0.059,27.5,276,-8.1,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C02,21.252483,79.151203,0.401,-0.404,1.203,1.481,0.08,27.5,280,-2.8,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C03,21.252483,79.154095,0.471,-0.432,1.071,1.588,0.07,27.5,280,-1.2,0.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C04,21.252483,79.156987,0.624,-0.577,1.015,1.816,0.054,27.7,282,1.7,1.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C05,21.252483,79.159878,0.27,-0.299,1.295,1.372,0.104,30.7,270,-9.2,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C06,21.252483,79.16277,0.362,-0.36,1.176,1.533,0.084,28.6,274,-4.9,0.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C07,21.252483,79.165662,0.298,-0.284,1.195,1.625,0.072,27.9,271,-7.5,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C08,21.252483,79.168554,0.187,-0.216,1.342,1.498,0.081,29.8,277,-1.6,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C09,21.252483,79.171446,0.113,-0.173,1.409,1.175,0.109,31.3,273,-5.8,0.7,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C10,21.252483,79.174338,0.249,-0.015,1.1,1.31,0.082,27.9,277,-3.2,1.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C11,21.252483,79.17723,0.486,-0.498,1.248,1.557,0.069,28.3,286,4.7,1.0,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C12,21.252483,79.180122,0.429,-0.468,1.332,1.473,0.072,29.3,287,3.3,0.6,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C13,21.252483,79.183013,0.463,-0.484,1.256,1.523,0.071,28.3,287,1.1,0.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C14,21.252483,79.185905,0.574,-0.551,1.097,1.687,0.058,26.7,288,5.3,0.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C15,21.252483,79.188797,0.459,-0.46,1.192,1.534,0.078,27.1,287,8.6,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R15C16,21.252483,79.191689,0.239,-0.301,1.333,1.267,0.086,26.5,286,12.1,2.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C01,21.249788,79.148311,0.381,-0.41,1.31,1.384,0.086,29.5,287,2.7,1.1,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C02,21.249788,79.151203,0.523,-0.516,1.233,1.64,0.064,27.7,288,5.4,0.8,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C03,21.249788,79.154095,0.573,-0.539,1.138,1.668,0.06,26.7,285,4.3,1.6,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C04,21.249788,79.156987,0.264,-0.271,1.189,1.389,0.081,29.0,272,-7.7,1.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C05,21.249788,79.159878,0.128,-0.18,1.329,1.257,0.108,31.2,273,-5.6,0.9,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C06,21.249788,79.16277,0.482,-0.5,1.223,1.633,0.064,28.9,281,2.9,1.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C07,21.249788,79.165662,0.529,-0.535,1.251,1.602,0.068,28.1,283,5.3,1.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C08,21.249788,79.168554,0.483,-0.506,1.294,1.54,0.073,28.3,284,5.4,1.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C09,21.249788,79.171446,0.173,-0.22,1.314,1.246,0.09,29.8,272,-7.1,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C10,21.249788,79.174338,0.332,-0.398,1.417,1.368,0.094,32.3,281,0.8,1.0,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C11,21.249788,79.17723,0.349,-0.425,1.511,1.362,0.098,31.9,282,0.9,0.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C12,21.249788,79.180122,0.359,-0.407,1.323,1.356,0.087,29.5,283,-0.9,0.5,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C13,21.249788,79.183013,0.287,-0.338,1.266,1.257,0.095,28.1,285,-0.8,0.4,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C14,21.249788,79.185905,0.494,-0.497,1.201,1.571,0.068,27.3,287,1.6,0.3,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C15,21.249788,79.188797,0.508,-0.502,1.17,1.601,0.064,27.3,288,3.5,0.2,0.0,0
gondegaon_coal,coal,S2C_MSIL2A_20251228T051231_R019_T44QLJ_20251228T090010,2025-12-28,R16C16,21.249788,79.191689,0.515,-0.504,1.139,1.623,0.062,27.2,285,1.7,0.3,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C01,21.372212,78.923299,0.296,-0.418,1.648,1.35,0.104,43.9,322,-0.8,0.3,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C02,21.372212,78.926192,0.241,-0.371,1.683,1.278,0.107,43.3,321,-1.6,0.1,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C03,21.372212,78.929086,0.328,-0.416,1.527,1.348,0.096,41.7,323,0.8,0.5,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C04,21.372212,78.931979,0.316,-0.425,1.596,1.339,0.102,42.1,323,1.4,0.3,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C05,21.372212,78.934873,0.229,-0.315,1.445,1.197,0.126,41.8,323,2.0,0.3,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C06,21.372212,78.937766,0.329,-0.418,1.523,1.364,0.105,42.2,321,1.5,0.4,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C07,21.372212,78.94066,0.299,-0.385,1.519,1.307,0.115,42.8,319,0.7,0.6,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C08,21.372212,78.943553,0.3,-0.388,1.572,1.328,0.114,41.5,315,-1.1,0.4,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C09,21.372212,78.946447,0.292,-0.394,1.606,1.284,0.112,43.4,318,2.2,0.7,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C10,21.372212,78.94934,0.291,-0.361,1.44,1.251,0.113,42.1,310,-5.2,0.2,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C11,21.372212,78.952234,0.307,-0.376,1.465,1.312,0.096,41.6,320,4.4,0.6,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C12,21.372212,78.955127,0.294,-0.376,1.463,1.286,0.108,42.2,316,0.4,0.2,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C13,21.372212,78.958021,0.359,-0.418,1.424,1.33,0.1,42.1,318,1.0,0.4,0.0,0
saoner_coal,coal,S2B_MSIL2A_20260313T050649_R019_T44QKJ_20260313T091002,2026-03-13,R01C14,21.372212,78.960914,0.336,-0.431,1.581,1.363,0.091,41.2,317,0.8,0.1,0.0,0
